order 1/387 apex=(Fraction(0, 1), Fraction(1000000001, 1000000)) bipartitions=16 has_valid=False
order 2/387 apex=(Fraction(0, 1), Fraction(1200000001, 1000000)) bipartitions=16 has_valid=False
order 3/387 apex=(Fraction(0, 1), Fraction(1800000001, 1000000)) bipartitions=16 has_valid=False
order 4/387 apex=(Fraction(0, 1), Fraction(2400000001, 1000000)) bipartitions=16 has_valid=False
order 5/387 apex=(Fraction(0, 1), Fraction(3200000001, 1000000)) bipartitions=16 has_valid=False
order 6/387 apex=(Fraction(0, 1), Fraction(4000000001, 1000000)) bipartitions=16 has_valid=False
order 7/387 apex=(Fraction(0, 1), Fraction(4200000001, 1000000)) bipartitions=16 has_valid=False
order 8/387 apex=(Fraction(0, 1), Fraction(4800000001, 1000000)) bipartitions=16 has_valid=True
order 9/387 apex=(Fraction(250, 1), Fraction(4000000001, 1000000)) bipartitions=16 has_valid=False
order 10/387 apex=(Fraction(250, 1), Fraction(4200000001, 1000000)) bipartitions=16 has_valid=False
order 11/387 apex=(Fraction(250, 1), Fraction(4400000001, 1000000)) bipartitions=16 has_valid=True
order 12/387 apex=(Fraction(250, 1), Fraction(5000000001, 1000000)) bipartitions=16 has_valid=False
order 13/387 apex=(Fraction(500, 1), Fraction(3800000001, 1000000)) bipartitions=16 has_valid=False
order 14/387 apex=(Fraction(500, 1), Fraction(4000000001, 1000000)) bipartitions=16 has_valid=False
order 15/387 apex=(Fraction(750, 1), Fraction(3800000001, 1000000)) bipartitions=16 has_valid=False
order 16/387 apex=(Fraction(750, 1), Fraction(4000000001, 1000000)) bipartitions=16 has_valid=True
order 17/387 apex=(Fraction(1000, 1), Fraction(3800000001, 1000000)) bipartitions=16 has_valid=True
order 18/387 apex=(Fraction(1250, 1), Fraction(3800000001, 1000000)) bipartitions=16 has_valid=False
order 19/387 apex=(Fraction(196000000268333333357000, 117600000021700000001), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 20/387 apex=(Fraction(784000002604000000211000, 470400000075600000003), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 21/387 apex=(Fraction(1680000008780000000515000, 1008000000114000000003), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 22/387 apex=(Fraction(2000000014166666667, 1200000000050000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 23/387 apex=(Fraction(1750, 1), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 24/387 apex=(Fraction(268841507164794858871063125, 139797583669587868951613), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 25/387 apex=(Fraction(161304904427806959677552375, 83878550201719822983871), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 26/387 apex=(Fraction(5099250010203000000003, 2651610000001300000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 27/387 apex=(Fraction(5416666698500000001, 2816666667100000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 28/387 apex=(Fraction(29138571712784357185892000, 15152057147519252381311), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 29/387 apex=(Fraction(822931542970776835745173123000, 427924397960231732495841329), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 30/387 apex=(Fraction(7200651026967317385665553785000, 3744338482166667606090863689), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 31/387 apex=(Fraction(9600868070587399031671906345000, 4992451309575158325124243763), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 32/387 apex=(Fraction(1600144679711395962147504560000, 832075218262539985520709439), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 33/387 apex=(Fraction(18309347589174314747366834250004827, 9334177126487935000002413500000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 34/387 apex=(Fraction(1410833786948678059260776302631503, 705416894713960855263118500000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 35/387 apex=(Fraction(3950334605129144345000656268420653, 1975167305078161784214536700000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 36/387 apex=(Fraction(8795666896822038351836830984374247, 4397833452869359234374618250000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 37/387 apex=(Fraction(14073067038164273016170441793748473, 7036533524483272731249232300000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 38/387 apex=(Fraction(18013525812549475656426346706010318389, 9006762911016918992023107770000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 39/387 apex=(Fraction(90067629084689874661461786220056457, 45033814554854830600123410000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 40/387 apex=(Fraction(157618350932585773018824201380183803, 78809175468985515400376790000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 41/387 apex=(Fraction(307523999977136999995517, 153761999990810000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 42/387 apex=(Fraction(1098300000001500000001, 549150000000500000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 43/387 apex=(Fraction(270202887402661706215204001379976913, 135101443669980428759990765200000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 44/387 apex=(Fraction(4156967499356150756060258759238844353, 2078483748694698110774661542000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 45/387 apex=(Fraction(259810468773055084885432455615926903, 129905234292755850115747106000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 46/387 apex=(Fraction(5910688165876196644578565268021566687, 2955344080084804159514291234000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 47/387 apex=(Fraction(76881000071102249995363, 38440499997681500000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 48/387 apex=(Fraction(560000000558999999999, 279999999999000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 49/387 apex=(Fraction(34442688039743995197302291300004679, 17221343998636215200004651000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 50/387 apex=(Fraction(6888537609375710399006113200023311, 3444268799616534400009302000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 51/387 apex=(Fraction(861067201381739099862623900003117, 430533599949870200001241200000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 52/387 apex=(Fraction(1506867602746709699666557300009351, 753433799893052600003723600000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 53/387 apex=(Fraction(4573333342097333332781000000003, 2286666666494000000002000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 54/387 apex=(Fraction(3658666674522533332781000000003, 1829333333167200000002000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 55/387 apex=(Fraction(960400002451224999686825000009, 480199999924050000003000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
order 56/387 apex=(Fraction(13720000039539499996845500000027, 6859999999219500000018000000), Fraction(3000000001, 1000000)) bipartitions=16 has_valid=False
